	Day	Date	Time	Place	Title	Rating	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
2115					Brideshead Revisited			en	2008-07-25			133.0		nan	
2116					Kissing Paris			nan	nan					nan	
2117					Wings		28966.0	en	1927-08-12			141.0	['Action', 'Drama', 'Romance', 'War']	William A. Wellman	
2118					The Girls		20975.0	ru	1961-01-01		0.0	93.0	['Comedy', 'Romance']	Yuri Chulyukin	
2119					Marihuana, the D. + Sex Madness			nan	nan					nan	
2120					Melbourne Ink 			nan	nan					nan	
2121					The Red Balloon + White Mane			nan	nan					nan	
2122					Tomorrow's Children + Reefer Madness			nan	nan					nan	
2123					Man on Wire		14048.0	en	nan	0.0	2957978.0	94.0	['Thriller', 'Documentary', 'Crime', 'History']	James Marsh	
2124					The Dish			en	2000-07-11	0.0	0.0	101.0	['History', 'Comedy', 'Drama']	Rob Sitch	
2125					The Puffy Chair		24055.0	nan	2005-01-17	0.0	0.0	85.0	['Drama', 'Comedy', 'Romance']	Mark Duplass	
2126					Slumdog Millionaire		12405.0	en	2008-05-12	15000000.0	377910544.0	120.0	['Drama', 'Romance']	Danny Boyle	
2127					Bastardy		26526.0	en	2008-08-03	0.0	0.0	83.0	['Documentary']	Amiel Courtin-Wilson	
2128					Angelina Ballerina Sets Sail			nan	nan					nan	
2129					Baghead		5759.0	en	2008-01-21	0.0	0.0	84.0	['Drama', 'Comedy', 'Horror']	Mark Duplass	
2130					The Real Graham Kennedy			nan	nan					nan	
2131					Saawariya (Beloved)			nan	nan					nan	
2132					Chitty Chitty Bang Bang		11708.0	en	1968-12-16	10000000.0	0.0	144.0	['Music', 'Adventure', 'Fantasy', 'Comedy', 'Family']	Ken Hughes	
2133					Frosted Yellow Willows....		102881.0	en	2007-01-01	0.0	0.0	50.0	['Documentary']	Elaine Mae Woo	
2134					Shanghai Express		875.0	en	1932-02-02	0.0	0.0	80.0	['Romance', 'Drama']	Josef von Sternberg	
2135					Piccadilly		51079.0	en	nan	0.0		92.0	['Drama']	E.A. Dupont	
2136					Marc Jacobs & Louis Vuitton		78204.0	en	2007-04-27		0.0	75.0	['Documentary', 'Foreign']	Loïc Prigent	
2137					Louis Vuitton, Champs-Elys‚es, T...			nan	nan					nan	
2138					Marc Jacob's New York			nan	nan					nan	
2139					The Darjeeling Limited			nan	2007-09-29					nan	
2140					Marc Jacobs - Designer Marathon			nan	nan					nan	
2141					Slaves of New York		49788.0	en	1989-03-18	0.0	0.0	124.0	['Drama']	James Ivory	
2142					Mean Streets		203.0	en	1973-10-02	500000.0	3000000.0	110.0	['Drama', 'Crime']	Martin Scorsese	
2143					Thirst		61689.0	en	1979-09-28	0.0	0.0	95.0	['Horror', 'Romance', 'Science Fiction', 'Thriller']	Rod Hardy	
2144					And When Did You Last See Your Father?		45791.0	en	2007-10-05	0.0	92.0	92.0	['Drama']	Anand Tucker	
2145					Goemon		24293.0	ja	2009-03-17	9000000.0	16000000.0	128.0	['Action', 'Drama', 'Fantasy']	Kazuaki Kiriya	
2146					Thomas & Friends:The Great Discovery		179826.0	en	2013-04-16	27000000.0	0.0	100.0	['Mystery', 'Thriller']	Stephen Sommers	
2147					Bicycle Thieves		241052.0	ml	nan	0.0	0.0	147.0	['Comedy', 'Romance']	Jis Joy	
2148					Turkey Shoot		39899.0	en	1982-03-25	32000000.0	0.0	93.0	['Horror', 'Science Fiction']	Brian Trenchard-Smith	
2149					Crooked Business		83894.0	en	2008-08-15	0.0		0.0	[]	Chris Nyst	
2150					The Horseman		33134.0	en	2008-08-03	0.0	0.0	96.0	['Thriller', 'Crime']	Steven Kastrissios	
2151					The Magician			nan	1973-03-17	0.0		72.0		nan	
2152					Dead Kids aka Strange Behavior			nan	nan					nan	
2153					An American in Paris		2769.0	en	nan			113.0	['Drama', 'Comedy', 'Music', 'Romance']	nan	
2154					Marinetti		282442.0	en	1969-06-19	0.0	0.0	85.0	[]	Albie Thoms	
2155					Wake In Fright		26405.0	en	1971-07-21	0.0	0.0	114.0	['Drama', 'Thriller']	Ted Kotcheff	
2156					Boxing Day		127242.0	en	2012-09-02	0.0	0.0	91.0	['Drama']	Bernard Rose	
2157					Heatwave		48162.0	en	1982-03-12	0.0	0.0	91.0	['Drama']	Phillip Noyce	
2158					Spooky Animated Kids' Flicks Classics			nan	nan					nan	
2159					Twilight		8966.0	en	2008-11-20	37000000.0	392616625.0	122.0	['Adventure', 'Fantasy', 'Drama', 'Romance']	Catherine Hardwicke	
2160					Goodbye Paradise		112145.0	en	1983-07-21	0.0	0.0	119.0	['Drama']	Carl Schultz	
2161					A & C Cantrill's Three-Colour Films		37735.0	en	2010-09-10	8000000.0	74952305.0	92.0	['Comedy']	Will Gluck	
2162					The Square		401246.0	en	2017-08-25	0.0	0.0	142.0	['Drama']	Ruben Östlund	
2163					The Little Vampire		24100.0	en	2000-10-27	22000000.0	13555988.0	95.0	['Family', 'Horror']	Uli Edel	
2164					The Good, The Bad, The Weird		15067.0	ko	2008-07-16	10000000.0	0.0	130.0	['Action', 'Adventure', 'Comedy', 'Western']	Kim Jee-woon	
2165					Documents and Itineraries			nan	nan					nan	
2166					Appropriations and Great Super 8			nan	nan					nan	
2167					Westworld		2362.0	en	1973-10-22	0.0		88.0	['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction', 'Thriller', 'Western']	Michael Crichton	
2168					Age of Consent 		49225.0	en	1969-05-13	0.0	0.0	108.0	['Comedy', 'Drama', 'Romance']	Michael Powell	
2169					Animated Experiments			nan	nan					nan	
2170					Babe		9598.0	en	1995-07-18	30000000.0	254134910.0	89.0	['Fantasy', 'Drama', 'Comedy', 'Family']	Chris Noonan	
2171					The Boat That Rocked		18947.0	en	2009-04-01	50000000.0	36348784.0	116.0	['Drama', 'Comedy']	Richard Curtis	
2172					Painting and Movement			nan	nan					nan	
2173					Before the Rains		26506.0	en	2007-09-07	0.0	0.0	98.0	['Drama', 'Romance']	Santosh Sivan	
2174					New In Town		14536.0	en	2009-01-30	8000000.0	29010817.0	97.0	['Comedy']	Jonas Elmer	
2175					Grow Your Own		17725.0	en	2007-06-15	0.0	0.0	97.0	['Comedy']	Richard Laxton	
2176					Good			en	2008-12-11	0.0	0.0	96.0		nan	
2177					The View From Greenhaven		226690.0	en	2008-10-15	0.0	0.0	101.0	['Comedy', 'Drama', 'Romance']	Simon MacRae	
2178					Paris 36		15457.0	en	2008-09-24	0.0	850575.0	120.0	['Drama']	Christophe Barratier	
2179					Welcome to the Sticks		8265.0	fr	2008-01-09	11000000.0	53191886.0	106.0	['Comedy']	Nicolas Guy	
2180					A Pain in the Ass (L'emmerdeur)		11670.0	fr	1973-09-20	0.0	0.0	85.0	['Comedy']	Édouard Molinaro	
2181					Distant Voices, Still Lives		41799.0	nan	1988-09-29	0.0	0.0	84.0	['Drama']	Terence Davies	
2182					Of Time and the City		29785.0	nan	2008-10-31	0.0	0.0	74.0	['Documentary', 'History']	Terence Davies	
2183					The House of Mirth		25520.0	en	2000-09-23	10000000.0	5164404.0	140.0	['Drama', 'Romance']	Terence Davies	
2184					Investigation and Metacinema			nan	nan					nan	
2185					Last Chance Harvey		16409.0	en	2008-12-25	0.0	14879423.0	92.0	['Drama', 'Comedy', 'Romance']	Joel Hopkins	
2186					Ghost Town		12797.0	nan	2008-09-19	0.0	0.0	102.0	['Comedy', 'Fantasy', 'Romance']	David Koepp	
2187					Camino		359025.0	en	2016-03-04	0.0	0.0	103.0	['Thriller', 'Action', 'Adventure']	Josh C. Waller	
2188					Enraptured		239309.0	ja	nan	0.0	0.0	99.0	['Drama']	Hideo Ôba	
2189					Easy Virtue			en	2008-01-01	0.0	0.0	93.0	['Comedy', 'Romance']	nan	
2190					Bellbird-Cast & Crew Reunion			nan	nan					nan	
2191					Country Town		467604.0	en	1971-06-19	0.0	0.0	101.0	[]	Peter Maxwell	
2192					Lions Love		63320.0	en	nan	0.0		110.0	[]	Agnès Varda	
2193					The Feature		370284.0	en	2008-11-28	0.0	0.0	174.0	[]	Michel Auder	
2194					Strait-Jacket		29396.0	en	1964-01-19	0.0	0.0	93.0	['Drama', 'Horror', 'Thriller']	William Castle	
2195					Street Hero		210837.0	en	1984-08-15	2500000.0	700000.0	102.0	['Drama']	Michael Pattinson	
2196					Chelsea Girls with Andy Warhol			nan	nan					nan	
2197					The Velvet Underground and Nico		73241.0	en	1966-02-08	0.0	0.0	70.0	['Music', 'Documentary']	Andy Warhol	
2198					Coraline		14836.0	en	2009-02-05	60000000.0	124596398.0	100.0	['Animation', 'Family']	Henry Selick	
2199					Hot Summer (Heisser sommer)			nan	nan					nan	
2200					The Murderers are Among Us		932.0	de	1946-10-14	0.0		91.0	['Drama']	Hans Heinrich	
2201					Sun Seekers (Sonnensucher)			nan	nan					nan	
2202					Mary and Max		24238.0	en	nan	590235.0	1725381.0	92.0	['Animation', 'Comedy', 'Drama']	Adam Elliot	
2203					The Adventures of Robin Hood		10907.0	en	1938-05-13	2033000.0	3981000.0	102.0	['Action', 'Romance']	William Keighley	
2204					The Silent Star (Der schweigende stern)			nan	nan					nan	
2205					Naked Among Wolves (Nackt unter wolven)			nan	nan					nan	
2206					Carla		183043.0	en	2003-09-15	0.0	0.0	93.0	['Drama', 'Thriller', 'TV Movie']	nan	
2207					Chingachgook: The Great Snake		61562.0	de	1967-01-01	0.0	0.0	92.0	['Adventure', 'Western']	Richard Groschopp	
2208					I was 19 (Ich war naunzehn)			nan	nan					nan	
2209					The Tingler		26857.0	en	1959-07-29	250000.0		82.0	['Horror']	William Castle	
2210					Rats of Tobruk		68326.0	en	1944-06-30	0.0	0.0	68.0	['War', 'Action']	Charles Chauvel	
2211					In the Dust of the Stars (Im Staub der sterne)			nan	nan					nan	
2212					Skippy the Bush Kangaroo			nan	nan					nan	
2213					After Winter Comes Spring (Winter ade)			nan	nan					nan	
2214					Solo Sunny		1906.0	de	1980-01-18	0.0	0.0	100.0	['Music', 'Drama']	Wolfgang Kohlhaase	
2215					O'Horten		8933.0	no	2007-12-26	0.0	0.0	90.0	['Drama', 'Comedy']	Bent Hamer	
2216					Skippy and the Intruders		204398.0	en	1969-12-10	0.0		100.0	['Family']	Lee Robinson	
2217					A Savage Life in Fashion			nan	nan					nan	
2218					Ast‚rix at the Olympic Games			nan	nan					nan	
2219					Rock and Roll ...Of Corse			nan	nan					nan	
2220					Julia		42222.0	en	1977-10-02		0.0	117.0	['Drama']	Fred Zinnemann	
2221					Tulpan		8939.0	ru	2009-03-04	0.0	0.0	100.0	['Drama', 'Comedy', 'Romance']	Sergei Dvortsevoy	
2222					The Night, The Prowler		258564.0	en	1978-06-15	0.0		90.0	[]	Jim Sharman	
2223					Cloudy With a Chance of Meatballs		22794.0	en	2009-09-17	100000000.0	242988466.0	90.0	['Animation', 'Comedy', 'Family']	Christopher Miller	
2224					Shirin		87308.0	fa	2008-01-20	0.0	0.0	92.0	['Drama']	Abbas Kiarostami	
2225					The Cool School + Scorpio Rising.			nan	nan					nan	
2226					Los + L.A. As Suggested By the A.			nan	nan					nan	
2227					Dean Spanley		18117.0	en	2008-12-12	0.0	0.0	100.0	['Comedy', 'Drama']	nan	
2228					On the Beach		30944.0	en	2000-05-28	0.0	0.0	195.0	['Drama', 'Science Fiction']	Russell Mulcahy	
2229					Colors		10126.0	en	1988-04-15	6000000.0	46616067.0	120.0	['Action', 'Crime', 'Drama']	Dennis Hopper	
2230					Komaneko:The Curious Cat			nan	nan					nan	
2231					Apocalypse Now Redux		28.0	en	1979-08-15	31500000.0	89460381.0	153.0	['Drama', 'War']	Francis Ford Coppola	
2232					The Intruder + The March			nan	nan					nan	
2233					Eloise: Little Miss Christmas			nan	nan					nan	
2234					Meet Me in St Louis			en	1944-11-23	0.0	0.0	113.0	['Comedy', 'Music', 'Romance']	nan	
2235					Soundtrack for a Revolution + Bl.			nan	nan					nan	
2236					More + Cosmic Ray			nan	nan					nan	
2237					Far From Vietnam + Now!			nan	nan					nan	
2238					American Dreamer + Aleph			nan	nan					nan	
2239					The Last Movie + Breakaway			nan	nan					nan	
2240					The Holy Mountain		8327.0	en	1973-05-01	0.0		114.0	['Drama']	Alejandro Jodorowsky	
2241					A Christmas Tale (Un conte de Noel)			nan	nan					nan	
2242					Miss Mo Interludes			nan	nan					nan	
2243					Lancelot Link: Secret Chimp - Part 1			nan	nan					nan	
2244					Tarzan, the Ape Man		26325.0	en	1981-08-07	0.0	36565280.0	107.0	['Adventure', 'Action', 'Comedy']	John Derek	
2245					Easy Rider		624.0	en	1969-05-07	360000.0	0.0	95.0	['Adventure', 'Drama']	Dennis Hopper	
2246					Lancelot Link: Secret Chimps - Part 1			nan	nan					nan	
2247					Alien Trespass		16634.0	en	2009-04-03		0.0	90.0	['Action', 'Adventure', 'Comedy', 'Science Fiction']	R. W. Goodwin	
2248					The Fox and the Child		5139.0	fr	2007-12-27		0.0	110.0	['Comedy']	Luc Jacquet	
2249					Nat Youngs' The History of Australian.			nan	nan					nan	
2250					Return to Oz		13155.0	en	nan	25000000.0	11137801.0	109.0	['Adventure', 'Family', 'Fantasy']	Walter Murch	
2251					Lancelot Link: Secret Chimp - Part 2			nan	nan					nan	
2252					Dunston Checks In		17414.0	en	1996-01-12	16000000.0	0.0	88.0	['Adventure', 'Comedy', 'Family']	Ken Kwapis	
2253					Herb and Dorothy		37583.0	en	2009-06-05	0.0	0.0	89.0	['Documentary']	Megumi Sasaki	
2254					The Crimson Wing...		36569.0	en	2008-12-17	0.0	0.0	78.0	['Documentary']	Leander Ward	
2255					Word is Out:		143322.0	en	1977-01-31	0.0	0.0	124.0	['Documentary']	Andrew Brown	
2256					Stingray Sam		37511.0	en	2009-01-20	0.0	0.0	61.0	['Comedy', 'Western', 'Science Fiction', 'Music']	Cory McAbee	
2257					The Red Shoes		19542.0	en	1948-07-20	500000.0	0.0	133.0	['Drama', 'Romance']	Michael Powell	
2258					Windrider		135663.0	en	1986-12-25	0.0	0.0	92.0	['Drama', 'Romance']	Vincent Monton	
2259					Lancelot Link: Secret Chimp - Part 3			nan	nan					nan	
2260					Curious George		9975.0	en	2006-02-10	50000000.0	69834815.0	86.0	['Adventure', 'Animation', 'Comedy', 'Family']	Matthew O'Callaghan	
2261					RiseUp		89893.0	en	nan	0.0	0.0	88.0	['Documentary']	Luciano Blotta	
2262					The Upsetter		74797.0	en	nan	0.0	0.0	95.0	['Documentary', 'Music']	Ethan Higbee	
2263					Three Blind Mice		67720.0	en	nan	0.0	0.0	100.0	['Crime', 'Drama', 'Mystery', 'Thriller']	Christopher Leitch	
2264					Rocksteady: the Roots of Reggae		74793.0	en	2010-07-29	0.0	0.0	98.0	['Documentary', 'Music']	Stascha Bader	
2265					Thunderbirds are GO		35780.0	en	1966-12-15	0.0	0.0	93.0	['Animation', 'Family', 'Action', 'Science Fiction']	David Lane	
2266					Dottie's Magic Pockets			nan	nan					nan	
2267					Always Another Dawn		387379.0	en	1948-09-24	0.0	0.0	108.0	[]	T.O. McCreadie	
2268					Duke Vin....plus Babylon			nan	nan					nan	
2269					Breaker Morant		13783.0	en	1980-05-15	107.0	0.0	107.0	['Drama', 'History', 'War']	Bruce Beresford	
2270					Made in Jamaica		74681.0	fr	2006-09-13	0.0	0.0	0.0	['Documentary', 'Music']	nan	
2271					Lancelot Link: Secret Chimp - Part 4			nan	nan					nan	
2272					Space Chimps		11802.0	nan	2008-07-17	37000000.0	63800345.0	81.0	['Animation', 'Family']	Kirk De Micco	
2273					Rockers		39019.0	ja	2003-01-01	0.0	0.0	105.0	['Drama', 'Action', 'Comedy', 'Music', 'Foreign']	Takanori Jinnai	
2274					The Inside Story			en	1948-03-14	0.0	0.0	87.0		nan	
2275					Summer Hours (L'heure d'ete)			nan	nan					nan	
2276					Tango with a Twist			nan	nan					nan	
2277					Newcastle		40502.0	en	2008-04-25	0.0	0.0	107.0	['Romance', 'Drama']	Dan Castle	
2278					Duke vin....plus Babylon			nan	nan					nan	
2279					Rocksteady:the Roots of Reggae			nan	nan					nan	
2280					The Time That Remains		44898.0	it	2009-08-12	6500000.0	753808.0	109.0	['Drama', 'History', 'Foreign']	Elia Suleiman	
2281					The Wiz		24961.0	nan	nan		21049053.0	134.0	['Adventure', 'Family', 'Fantasy', 'Music']	Sidney Lumet	
2282					Dillinger is Dead		56693.0	nan	1969-02-25	0.0	0.0	90.0	['Drama', 'Foreign']	Marco Ferreri	
2283					Mid-August Lunch		17631.0	it	2008-04-30	0.0	0.0	75.0	['Drama', 'Comedy', 'Foreign']	Gianni Di Gregorio	
2284					Sandra (Vaghe stelle dell'orsa)			nan	nan					nan	
2285					Fitzcarraldo		9343.0	de	1982-03-04	7362000.0	0.0	158.0	['Action', 'Adventure', 'Drama']	Werner Herzog	
2286					Black Dynamite		24804.0	en	2009-10-16	2900000.0	296557.0	90.0	['Action', 'Comedy']	Scott Sanders	
2287					Searching for Michael Peterson			nan	nan					nan	
2288					Girl with a Suitcase		49697.0	it	1961-02-09	0.0	0.0	121.0	['Comedy', 'Drama', 'Romance']	Valerio Zurlini	
2289					Once Upon a Time in The West		335.0	it	1968-12-21	5000000.0	5321508.0	175.0	['Western']	nan	
2290					8 1/2 (Otto e mezzo)		422.0	it	1963-02-14	0.0	0.0	138.0	['Fantasy', 'Drama']	Federico Fellini	
2291					The Leopard (Il gattopardo)		1040.0	it	1963-03-28	0.0	0.0	185.0	['Drama']	Luchino Visconti	
2292					Ricky		22136.0	en	nan		0.0	90.0	['Fantasy', 'Drama', 'Science Fiction', 'Foreign']	François Ozon	
2293					Coco Avant Chanel		11156.0	fr	2009-04-22	0.0	0.0	110.0	['Drama', 'History']	Anne Fontaine	
2294					Sandra		92432.0	it	1965-09-15	0.0	0.0	105.0	['Drama', 'Mystery', 'War']	Luchino Visconti	
2295					Hadewijch		72852.0	fr	2009-11-25	4600000.0	0.0	120.0	['Drama']	Bruno Dumont	
2296					Puberty Blues		14630.0	en	nan	0.0		87.0	['Drama', 'Comedy']	Bruce Beresford	
2297					Brendan and the Book of Kells			nan	nan					nan	
2298					The Day Before:Jean Paul Gaultier			nan	nan					nan	
2299					The City of Lost Children		902.0	fr	1995-05-16	18000000.0	1738611.0	108.0	['Fantasy', 'Science Fiction', 'Adventure']	Marc Caro	
2300					The Age of Stupid		24458.0	en	2009-09-21	0.0	0.0	92.0	['War', 'Documentary', 'History']	Franny Armstrong	
2301					The Investigator			en	2013-09-20	0.0	0.0	0.0	['Drama']	nan	
2302					Departures (Okuribito)		16804.0	ja	2008-09-13	0.0	69932387.0	130.0	['Drama']	Yojiro Takita	
2303					Recipes for Disaster		139212.0	en	2008-09-19	0.0	0.0	85.0	[]	John Webster	
2304					Tobruk		25385.0	en	1967-02-07	0.0	0.0	107.0	['Drama', 'History', 'War']	Arthur Hiller	
2305					Falbalas		121128.0	en	1945-06-20	0.0	0.0	111.0	['Drama']	Jacques Becker	
2306					Seamstresses			nan	nan					nan	
2307					The Homecoming		335780.0	en	2015-04-10	0.0	0.0	109.0	[]	Björn Hlynur Haraldsson	
2308					Les Falbalas de Jean Paul Gaultier			nan	nan					nan	
2309					The Swimsuit Issue		20995.0	sv	2008-12-25	0.0	0.0	98.0	['Comedy', 'Foreign']	Måns Herngren	
2310					Little Moscow		25667.0	nan	2008-11-28	0.0	0.0	114.0	['Drama']	Waldemar Krzystek	
2311					Christopher Columbus, the Enigma		57673.0	nan	2007-09-06		0.0	75.0	['Drama', 'History']	nan	
2312					The Girl From Monaco		15342.0	nan	2008-08-20	0.0	0.0	95.0	['Comedy', 'Drama']	Anne Fontaine	
2313					California Dreamin'		24220.0	ro	2007-06-01	1600000.0	0.0	155.0	['Drama', 'Foreign']	Cristian Nemescu	
2314					Cheri		22215.0	en	2009-02-10	23000000.0	9366227.0	86.0	['Drama', 'Comedy', 'Romance']	Stephen Frears	
2315					Somewhere Near Tapachula			nan	nan					nan	
2316					Where the Wild Things Are and other		175484.0	en	2001-01-01	0.0	0.0	35.0	['Animation', 'Family', 'Fantasy']	nan	
2317					Up		14160.0	en	2009-05-13	175000000.0	735099082.0	96.0	['Animation', 'Comedy', 'Family', 'Adventure']	nan	
2318					Good Hair		22800.0	en	2009-10-09	0.0	0.0	95.0	['Comedy', 'Documentary']	Jeff Stilson	
2319					Until the Light Takes Us		36124.0	en	2008-01-01	0.0	0.0	93.0	['Documentary']	Audrey Ewell	
2320					Where the Wild Things Are		16523.0	en	nan	100000000.0	100086793.0	101.0	['Family', 'Fantasy']	Spike Jonze	
2321					Sister Smile (Soeur sourire)		17486.0	fr	2009-04-29	0.0	0.0	120.0	['Drama']	Stijn Coninx	
2322					Illustrated Lecture by Amanda Triossi			nan	nan					nan	
2323					Come September		22386.0	en	1961-01-01	0.0		112.0	['Comedy', 'Romance']	Robert Mulligan	
2324					The VIPs		37222.0	en	1963-05-01	0.0		119.0	['Drama', 'Romance']	Anthony Asquith	
2325					What's New Pussycat?		3681.0	en	1965-06-22			108.0	['Comedy', 'Romance']	Clive Donner	
2326					High School Musical 3 - Sing-A-Long!			nan	nan					nan	
2327					Pret-a-Porter		3586.0	en	1994-12-23	15000000.0	11300653.0	133.0	['Drama', 'Comedy']	Robert Altman	
2328					Mao's Last Dancer		33870.0	en	2009-10-01	25000000.0	20719451.0	117.0	['Drama', 'Romance']	Bruce Beresford	
2329					Ponyo		12429.0	ja	2008-07-19	41677699.0	187479518.0	100.0	['Animation', 'Family']	Hayao Miyazaki	
2330					Ride a White Horse		312997.0	en	1968-01-01	0.0	0.0	94.0	['Documentary']	Bob Evans	
2331					Guy and Madeline on a Park Bench		46504.0	en	2009-04-23	0.0	0.0	82.0	['Drama', 'Music', 'Romance']	Damien Chazelle	
2332					Black Orpheus		40423.0	pt	1959-01-01		0.0	100.0	['Drama', 'Fantasy', 'Music', 'Romance']	Marcel Camus	
2333					Icons Among Us		168311.0	en	2009-05-30	0.0	0.0	93.0	['Documentary']	nan	
2334					The Jazz Baroness		104855.0	en	2009-04-17	0.0	0.0	82.0	['Documentary']	Hannah Rothschild	
2335					Noodle		44511.0	en	2007-07-26	0.0	0.0	90.0	['Drama']	Ayelet Menahemi	
2336					Surfing 50 States			nan	nan					nan	
2337					Improvs or A scatter...			nan	nan					nan	
2338					Bob the Builder - Race to the Finish		33717.0	en	nan	0.0		0.0	['Animation', 'Family']	nan	
2339					The Winnebago Man			nan	nan					nan	
2340					Julie & Julia		24803.0	en	2009-08-06	40000000.0	129540499.0	123.0	['Romance', 'Drama']	Nora Ephron	
2341					The Life and Films of Alby Falzon			nan	nan					nan	
2342					Morning of the Earth		37545.0	en	1971-01-01	0.0	0.0	79.0	['Adventure', 'Documentary']	Alby Falzon	
2343					Butterflies (Pirret)			nan	nan					nan	
2344					Seaworthy			nan	nan					nan	
2345					Exit Through the Gift Shop		39452.0	en	2010-01-24	0.0	4790751.0	87.0	['Documentary']	Banksy	
2346					45365		81583.0	en	2010-06-18	0.0	0.0	90.0	['Documentary']	Bill Ross IV	
2347					Dracula Has Risen From The Grave		29778.0	en	1968-11-07	0.0	0.0	92.0	['Horror']	Freddie Francis	
2348					A Loving Friend			nan	nan					nan	
2349					Tales of the Riverbank			en	2008-02-07		0.0			nan	
2350					Chromatic Mysteries			nan	nan					nan	
2351					The Sentimental Engine Slayer		165344.0	en	2010-04-22	0.0	0.0	97.0	[]	Omar Rodriguez-Lopez	
